 ga solution min 1.9600356249e+02 max 2.0399998960e+02  fvalue min 8.4126201221e-01  time 3.360904e+02 function evals 292329
 ga solution min 1.9600000422e+02 max 2.0399855413e+02  fvalue max 9.8309746213e-01  time 3.097968e+02 function evals 278839

Nodal information - optimization model
Node   X      Y     Restraints       Fx          Fy           U-x    U-y
 1    0.0    0.0    0    0           0.0          0.0                    0               0
 2    1.0    0.0    1    0           0.0          0.0           0.00045783004               0
 3    0.0    0.8    1    1          10.0          0.0           0.0058814127      0.0060305286
 4    1.0    0.8    1    1           0.0          0.0           0.0057960244      -0.0061180311
 5    0.0    1.5    1    1          10.0          0.0           0.020064385      0.011523047
 6    1.0    1.5    1    1           0.0          0.0           0.020060987      -0.011589105
 7    0.0    2.3    1    1          10.0          0.0           0.042043105      0.016445309
 8    1.0    2.3    1    1           0.0          0.0           0.042027158      -0.016506487
 9    0.0    3.0    1    1          10.0          0.0           0.070943106      0.020837622
10    1.0    3.0    1    1           0.0          0.0           0.070929461      -0.020891545
11    0.0    3.8    1    1          10.0          0.0           0.10599853      0.024728005
12    1.0    3.8    1    1           0.0          0.0           0.10598456      -0.024775653
13    0.0    4.5    1    1          10.0          0.0            0.1464792      0.028148081
14    1.0    4.5    1    1           0.0          0.0           0.14646516      -0.028189016
15    0.0    5.3    1    1          10.0          0.0           0.19170205      0.031127752
16    1.0    5.3    1    1           0.0          0.0           0.19168747      -0.031161552
17    0.0    6.0    1    1          10.0          0.0           0.24102698      0.033697279
18    1.0    6.0    1    1           0.0          0.0           0.24101256      -0.033724644
19    0.0    6.8    1    1          10.0          0.0           0.29386577      0.035887481
20    1.0    6.8    1    1           0.0          0.0           0.29385147      -0.035907912
21    0.0    7.5    1    1          10.0          0.0           0.34966874      0.037727956
22    1.0    7.5    1    1           0.0          0.0           0.34965411      -0.037742141
23    0.0    8.3    1    1          10.0          0.0           0.40793649      0.039249711
24    1.0    8.3    1    1           0.0          0.0           0.40792307      -0.039257274
25    0.0    9.0    1    1          10.0          0.0           0.46821096      0.040477053
26    1.0    9.0    1    1           0.0          0.0           0.46819747      -0.040483335
27    0.0    9.8    1    1          10.0          0.0           0.53008197      0.041452294
28    1.0    9.8    1    1           0.0          0.0           0.53006759      -0.041451819
29    0.0   10.5    1    1          10.0          0.0           0.59318664      0.042199855
30    1.0   10.5    1    1           0.0          0.0           0.59317282      -0.042192616
31    0.0   11.3    1    1          10.0          0.0           0.65720622      0.042747471
32    1.0   11.3    1    1           0.0          0.0           0.65719235      -0.04273584
33    0.0   12.0    1    1          10.0          0.0           0.72186727      0.043130619
34    1.0   12.0    1    1           0.0          0.0           0.72185296      -0.043112222
35    0.0   12.8    1    1          10.0          0.0           0.78694256      0.043377091
36    1.0   12.8    1    1           0.0          0.0             0.786928      -0.043351829
37    0.0   13.5    1    1          10.0          0.0            0.8522498      0.043517254
38    1.0   13.5    1    1           0.0          0.0           0.85223558      -0.043485127
39    0.0   14.3    1    1          10.0          0.0           0.91765243      0.043581338
40    1.0   14.3    1    1           0.0          0.0           0.91763847      -0.043542513
41    0.0   15.0    1    1          10.0          0.0           0.98306195      0.043600448
42    1.0   15.0    1    1           0.0          0.0           0.98304287      -0.043553773
